PT005594_PT007010_VB05802_R,PT005593_PT007009_VB05803_F,PT005594_PT007010_VB05802_R_+_PT005593_PT007009_VB05803_F
PT008442_VB02591_R,PT008444_PT008445_VB02590_VB05489_F,PT008442_VB02591_R_+_PT008444_PT008445_VB02590_VB05489_F
PT008468_VB02615_R,PT008469_VB02614_F,PT008468_VB02615_R_+_PT008469_VB02614_F
PT012886_VB04023_R,PT012885_VB04022_F,PT012886_VB04023_R_+_PT012885_VB04022_F
PT000137_PT013211_R,PT000128_PT013202_F,PT000137_PT013211_R_+_PT000128_PT013202_F
PT000180_VB01217_VB01920_R,PT000188_VB01214_VB01919_F,PT000180_VB01217_VB01920_R_+_PT000188_VB01214_VB01919_F
PT002341_R,PT002340_F,PT002341_R_+_PT002340_F
VB04635_R,VB04634_F,VB04635_R_+_VB04634_F
PT000916_R,PT000929_F,PT000916_R_+_PT000929_F
PT000897_VB03661_R,VB05493_F,PT000897_VB03661_R_+_VB05493_F
LL000766_R,LL001619_F,LL000766_R_+_LL001619_F
LL001070_R,LL001199_F,LL001070_R_+_LL001199_F
LL001092_R,LL001187_F,LL001092_R_+_LL001187_F
LL001110_R,LL001171_F,LL001110_R_+_LL001171_F
LL001141_R,LL001168_F,LL001141_R_+_LL001168_F
PT001279_PT013645_R,PT001278_PT013644_PT013698_F,PT001279_PT013645_R_+_PT001278_PT013644_PT013698_F
LL000780_R,LL001599_F,LL000780_R_+_LL001599_F
LL000728_R,LL001638_F,LL000728_R_+_LL001638_F
LL000809_R,LL001567_F,LL000809_R_+_LL001567_F
LL000845_R,LL001518_F,LL000845_R_+_LL001518_F
LL000860_R,LL001516_F,LL000860_R_+_LL001516_F
LL001909_R,LL001916_F,LL001909_R_+_LL001916_F
PT002659_R,PT004934_PT007788_PT022504_PT022602_VB02133_F,PT002659_R_+_PT004934_PT007788_PT022504_PT022602_VB02133_F
PT006687_PT014369_VB04442_R,PT011175_PT014582_VB04443_F,PT006687_PT014369_VB04442_R_+_PT011175_PT014582_VB04443_F
LL001219_R,LL001227_F,LL001219_R_+_LL001227_F
LL001235_R,LL001243_F,LL001235_R_+_LL001243_F
LL001281_R,LL001289_F,LL001281_R_+_LL001289_F
LL001318_R,LL001326_F,LL001318_R_+_LL001326_F
LL001466_R,LL001474_F,LL001466_R_+_LL001474_F
LL001818_R,LL001820_F,LL001818_R_+_LL001820_F
PT000230_PT013265_R,PT000235_PT013270_F,PT000230_PT013265_R_+_PT000235_PT013270_F
VB04643_R,VB04644_F,VB04643_R_+_VB04644_F
LL000744_R,LL000741_F,LL000744_R_+_LL000741_F
LL000973_R,LL000970_F,LL000973_R_+_LL000970_F
LL001053_R,LL001050_F,LL001053_R_+_LL001050_F
PT002648_VB02150_R,PT000483_PT002645_VB03643_F,PT002648_VB02150_R_+_PT000483_PT002645_VB03643_F
LL001462_R,LL001455_F,LL001462_R_+_LL001455_F
LL001496_R,LL001489_F,LL001496_R_+_LL001489_F
PT000131_PT013205_R,PT000127_PT013201_F,PT000131_PT013205_R_+_PT000127_PT013201_F
PT000182_VB01237_VB01929_VB05607_R,PT000174_VB01230_VB01924_F,PT000182_VB01237_VB01929_VB05607_R_+_PT000174_VB01230_VB01924_F
LL000511_R,LL000510_F,LL000511_R_+_LL000510_F
LL001215_R,LL001208_F,LL001215_R_+_LL001208_F
LL001354_R,LL001347_F,LL001354_R_+_LL001347_F
LL001426_R,LL001419_F,LL001426_R_+_LL001419_F
LL001445_R,LL001438_F,LL001445_R_+_LL001438_F
PT002354_R,PT002348_F,PT002354_R_+_PT002348_F
LL000265_R,LL000267_F,LL000265_R_+_LL000267_F
LL001232_R,LL001233_F,LL001232_R_+_LL001233_F
LL001248_R,LL001249_F,LL001248_R_+_LL001249_F
LL001294_R,LL001295_F,LL001294_R_+_LL001295_F
LL001331_R,LL001332_F,LL001331_R_+_LL001332_F
LL001479_R,LL001480_F,LL001479_R_+_LL001480_F
PT000232_PT013267_R,PT000228_PT013263_F,PT000232_PT013267_R_+_PT000228_PT013263_F
PT002360_R,PT002361_F,PT002360_R_+_PT002361_F
VB05736_R,VB05734_F,VB05736_R_+_VB05734_F
LL001226_R,LL001231_F,LL001226_R_+_LL001231_F
LL001242_R,LL001247_F,LL001242_R_+_LL001247_F
LL001288_R,LL001293_F,LL001288_R_+_LL001293_F
LL001325_R,LL001330_F,LL001325_R_+_LL001330_F
LL001473_R,LL001478_F,LL001473_R_+_LL001478_F
LL002360_R,LL002361_F,LL002360_R_+_LL002361_F
LL002391_R,LL002392_F,LL002391_R_+_LL002392_F
PT000168_PT000691_PT013240_PT013361_R,PT000696_PT013366_F,PT000168_PT000691_PT013240_PT013361_R_+_PT000696_PT013366_F
PT000225_PT013260_R,PT000231_PT013266_F,PT000225_PT013260_R_+_PT000231_PT013266_F
PT000680_PT013351_VB04576_R,PT000685_PT013356_F,PT000680_PT013351_VB04576_R_+_PT000685_PT013356_F
LL001562_R,LL000820_F,LL001562_R_+_LL000820_F
LL001603_R,LL000776_F,LL001603_R_+_LL000776_F
LL001623_R,LL000762_F,LL001623_R_+_LL000762_F
LL001044_R,LL001031_F,LL001044_R_+_LL001031_F
LL001078_R,LL001065_F,LL001078_R_+_LL001065_F
LL001100_R,LL001087_F,LL001100_R_+_LL001087_F
PT004592_R,PT004590_F,PT004592_R_+_PT004590_F
PT013704_VB03327_R,PT013699_F,PT013704_VB03327_R_+_PT013699_F
PT013711_R,PT013706_F,PT013711_R_+_PT013706_F
VB04609_R,VB00251_F,VB04609_R_+_VB00251_F
PT001486_PT013807_VB04183_R,PT001483_PT013804_VB04172_F,PT001486_PT013807_VB04183_R_+_PT001483_PT013804_VB04172_F
LL000956_R,LL000957_F,LL000956_R_+_LL000957_F
LL000742_R,LL000749_F,LL000742_R_+_LL000749_F
LL000971_R,LL000978_F,LL000971_R_+_LL000978_F
LL001051_R,LL001058_F,LL001051_R_+_LL001058_F
PT000886_PT013445_VB03445_R,PT000885_PT013444_VB03447_F,PT000886_PT013445_VB03445_R_+_PT000885_PT013444_VB03447_F
PT002646_VB02148_R,PT002653_VB02154_F,PT002646_VB02148_R_+_PT002653_VB02154_F
VB03370_R,VB00716_F,VB03370_R_+_VB00716_F
PT002658_VB02159_R,PT002654_VB02155_F,PT002658_VB02159_R_+_PT002654_VB02155_F
LL001035_R,LL001045_F,LL001035_R_+_LL001045_F
LL001069_R,LL001079_F,LL001069_R_+_LL001079_F
LL001091_R,LL001101_F,LL001091_R_+_LL001101_F
LL001109_R,LL001119_F,LL001109_R_+_LL001119_F
LL001140_R,LL001150_F,LL001140_R_+_LL001150_F
PT000042_PT001965_PT010007_VB01651_VB01888_R,PT001963_F,PT000042_PT001965_PT010007_VB01651_VB01888_R_+_PT001963_F
PT000057_PT001973_PT009983_VB01653_R,PT001970_F,PT000057_PT001973_PT009983_VB01653_R_+_PT001970_F
PT001272_PT013638_R,PT001270_PT013636_F,PT001272_PT013638_R_+_PT001270_PT013636_F
LL000908_R,LL000918_F,LL000908_R_+_LL000918_F
LL000727_R,LL000736_F,LL000727_R_+_LL000736_F
LL000283_R,LL000282_F,LL000283_R_+_LL000282_F
LL000757_R,LL000754_F,LL000757_R_+_LL000754_F
LL000800_R,LL000797_F,LL000800_R_+_LL000797_F
LL000830_R,LL000827_F,LL000830_R_+_LL000827_F
LL000924_R,LL000921_F,LL000924_R_+_LL000921_F
LL000950_R,LL000947_F,LL000950_R_+_LL000947_F
PT000296_VB03567_R,PT000294_F,PT000296_VB03567_R_+_PT000294_F
LL001184_R,LL001173_F,LL001184_R_+_LL001173_F
LL001383_R,LL001372_F,LL001383_R_+_LL001372_F
LL001056_R,LL001050_F,LL001056_R_+_LL001050_F
LL000747_R,LL000741_F,LL000747_R_+_LL000741_F
LL000976_R,LL000970_F,LL000976_R_+_LL000970_F
PT002651_VB02153_R,PT000483_PT002645_VB03643_F,PT002651_VB02153_R_+_PT000483_PT002645_VB03643_F
LL001593_R,LL001595_F,LL001593_R_+_LL001595_F
LL001311_R,LL001313_F,LL001311_R_+_LL001313_F
LL001334_R,LL001336_F,LL001334_R_+_LL001336_F
PT005103_R,PT005104_F,PT005103_R_+_PT005104_F
PT005117_R,PT005119_F,PT005117_R_+_PT005119_F
PT002465_VB03500_R,PT002463_VB03501_F,PT002465_VB03500_R_+_PT002463_VB03501_F
PT018602_VB03488_R,PT018603_VB03489_F,PT018602_VB03488_R_+_PT018603_VB03489_F
PT000575_PT000623_R,PT008322_VB01878_F,PT000575_PT000623_R_+_PT008322_VB01878_F
PT000391_R,PT000390_F,PT000391_R_+_PT000390_F
PT000397_PT013324_R,PT000396_PT013323_F,PT000397_PT013324_R_+_PT000396_PT013323_F
PT001059_PT001468_PT007431_PT013491_PT013789_R,PT001485_PT013806_VB04176_F,PT001059_PT001468_PT007431_PT013491_PT013789_R_+_PT001485_PT013806_VB04176_F
PT001694_VB01614_VB01913_R,PT001693_F,PT001694_VB01614_VB01913_R_+_PT001693_F
PT001901_PT004683_PT014265_R,PT001900_VB01627_F,PT001901_PT004683_PT014265_R_+_PT001900_VB01627_F
PT002068_VB02260_VB02549_VB04044_VB05780_R,PT002067_VB02262_VB02550_F,PT002068_VB02260_VB02549_VB04044_VB05780_R_+_PT002067_VB02262_VB02550_F
PT002070_PT022529_PT022627_VB02509_VB04059_R,PT002069_VB02511_F,PT002070_PT022529_PT022627_VB02509_VB04059_R_+_PT002069_VB02511_F
PT002072_PT017561_PT017563_PT022530_PT022628_R,PT002071_F,PT002072_PT017561_PT017563_PT022530_PT022628_R_+_PT002071_F
PT003338_PT003371_VB00830_R,PT003345_PT003378_VB00831_F,PT003338_PT003371_VB00830_R_+_PT003345_PT003378_VB00831_F
PT001107_PT013522_PT020211_PT020247_VB04243_R,PT020194_PT020230_VB04242_F,PT001107_PT013522_PT020211_PT020247_VB04243_R_+_PT020194_PT020230_VB04242_F
PT001304_PT013662_R,PT001307_PT002801_PT013665_F,PT001304_PT013662_R_+_PT001307_PT002801_PT013665_F
LL001610_R,LL000769_F,LL001610_R_+_LL000769_F
PT000250_PT013272_R,PT000252_PT013274_F,PT000250_PT013272_R_+_PT000252_PT013274_F
PT000254_PT013276_R,PT000255_PT013277_F,PT000254_PT013276_R_+_PT000255_PT013277_F
PT000257_PT013279_R,PT000259_PT013281_F,PT000257_PT013279_R_+_PT000259_PT013281_F
PT001103_PT013518_VB04215_R,PT020188_PT020224_VB04214_F,PT001103_PT013518_VB04215_R_+_PT020188_PT020224_VB04214_F
PT001319_PT013676_R,PT001322_PT013679_F,PT001319_PT013676_R_+_PT001322_PT013679_F
PT000550_VB03066_R,PT003228_VB03060_F,PT000550_VB03066_R_+_PT003228_VB03060_F
PT000952_PT011775_VB04509_R,PT000951_PT011774_VB04506_F,PT000952_PT011775_VB04509_R_+_PT000951_PT011774_VB04506_F
PT000955_PT011778_VB04514_R,PT000954_PT011777_VB04512_F,PT000955_PT011778_VB04514_R_+_PT000954_PT011777_VB04512_F
PT000958_PT011781_VB04518_R,PT000957_PT011780_VB04516_F,PT000958_PT011781_VB04518_R_+_PT000957_PT011780_VB04516_F
VB00031_R,VB00028_F,VB00031_R_+_VB00028_F
LL001437_R,LL001431_F,LL001437_R_+_LL001431_F
LL001454_R,LL001448_F,LL001454_R_+_LL001448_F
LL001488_R,LL001482_F,LL001488_R_+_LL001482_F
PT000141_PT013215_R,PT000137_PT013211_F,PT000141_PT013215_R_+_PT000137_PT013211_F
PT000172_VB01228_R,PT000180_VB01217_VB01920_F,PT000172_VB01228_R_+_PT000180_VB01217_VB01920_F
LL001207_R,LL001201_F,LL001207_R_+_LL001201_F
LL001346_R,LL001340_F,LL001346_R_+_LL001340_F
LL001276_R,LL001025_F,LL001276_R_+_LL001025_F
LL001306_R,LL001004_F,LL001306_R_+_LL001004_F
LL001418_R,LL001412_F,LL001418_R_+_LL001412_F
LL001544_R,LL000834_F,LL001544_R_+_LL000834_F
LL001588_R,LL000793_F,LL001588_R_+_LL000793_F
PT001702_VB01411_VB01935_R,PT001701_VB01380_VB01931_F,PT001702_VB01411_VB01935_R_+_PT001701_VB01380_VB01931_F
PT002273_PT013985_R,PT000792_PT013413_F,PT002273_PT013985_R_+_PT000792_PT013413_F
PT002459_VB03499_R,PT002460_VB03495_F,PT002459_VB03499_R_+_PT002460_VB03495_F
PT002903_PT002912_VB03526_R,PT002904_PT002913_VB03521_F,PT002903_PT002912_VB03526_R_+_PT002904_PT002913_VB03521_F
LL001173_R,LL001181_F,LL001173_R_+_LL001181_F
LL001372_R,LL001380_F,LL001372_R_+_LL001380_F
LL000716_R,LL001641_F,LL000716_R_+_LL001641_F
LL000765_R,LL000767_F,LL000765_R_+_LL000767_F
LL000779_R,LL000781_F,LL000779_R_+_LL000781_F
LL000823_R,LL000825_F,LL000823_R_+_LL000825_F
PT000434_R,PT012628_VB02425_F,PT000434_R_+_PT012628_VB02425_F
PT000436_R,PT012630_VB02439_F,PT000436_R_+_PT012630_VB02439_F
LL001186_R,LL001179_F,LL001186_R_+_LL001179_F
LL001385_R,LL001378_F,LL001385_R_+_LL001378_F
PT000438_R,PT012632_VB02500_F,PT000438_R_+_PT012632_VB02500_F
PT000440_VB02539_R,PT012634_VB02540_F,PT000440_VB02539_R_+_PT012634_VB02540_F
PT000422_VB02093_R,PT012616_VB02094_F,PT000422_VB02093_R_+_PT012616_VB02094_F
LL000593_R,LL000594_F,LL000593_R_+_LL000594_F
LL001310_R,LL001312_F,LL001310_R_+_LL001312_F
LL001333_R,LL001335_F,LL001333_R_+_LL001335_F
LL001592_R,LL001594_F,LL001592_R_+_LL001594_F
LL001218_R,LL001224_F,LL001218_R_+_LL001224_F
LL001234_R,LL001240_F,LL001234_R_+_LL001240_F
LL001280_R,LL001286_F,LL001280_R_+_LL001286_F
LL001317_R,LL001323_F,LL001317_R_+_LL001323_F
LL001465_R,LL001471_F,LL001465_R_+_LL001471_F
PT000219_PT013254_R,PT000229_PT013264_F,PT000219_PT013254_R_+_PT000229_PT013264_F
PT000682_PT013353_R,PT000688_PT013359_F,PT000682_PT013353_R_+_PT000688_PT013359_F
PT000693_PT013363_R,PT000699_PT013369_F,PT000693_PT013363_R_+_PT000699_PT013369_F
PT019018_PT019031_PT019043_VB02783_VB04336_R,PT019013_PT019026_PT019038_VB02788_VB04341_F,PT019018_PT019031_PT019043_VB02783_VB04336_R_+_PT019013_PT019026_PT019038_VB02788_VB04341_F
VB00716_R,VB03368_F,VB00716_R_+_VB03368_F
PT001019_R,PT001016_F,PT001019_R_+_PT001016_F
PT001307_PT002801_PT013665_R,PT001300_PT013658_F,PT001307_PT002801_PT013665_R_+_PT001300_PT013658_F
PT001322_PT013679_R,PT001315_PT013672_F,PT001322_PT013679_R_+_PT001315_PT013672_F
LL001167_R,LL001164_F,LL001167_R_+_LL001164_F
LL001266_R,LL001263_F,LL001266_R_+_LL001263_F
LL001411_R,LL001408_F,LL001411_R_+_LL001408_F
LL001513_R,LL001510_F,LL001513_R_+_LL001510_F
LL001534_R,LL001531_F,LL001534_R_+_LL001531_F
PT000902_VB00593_R,PT000913_PT001010_F,PT000902_VB00593_R_+_PT000913_PT001010_F
LL000769_R,LL001618_F,LL000769_R_+_LL001618_F
PT003502_PT007095_PT014237_PT014383_PT016096_PT016097_VB04315_VB04402_VB05688_R,PT007102_PT014390_VB04410_F,PT003502_PT007095_PT014237_PT014383_PT016096_PT016097_VB04315_VB04402_VB05688_R_+_PT007102_PT014390_VB04410_F
VB03929_R,VB03926_F,VB03929_R_+_VB03926_F
LL001267_R,LL001279_F,LL001267_R_+_LL001279_F
LL000383_R,LL000382_F,LL000383_R_+_LL000382_F
LL001159_R,LL001157_F,LL001159_R_+_LL001157_F
LL001258_R,LL001256_F,LL001258_R_+_LL001256_F
LL001297_R,LL001309_F,LL001297_R_+_LL001309_F
LL001403_R,LL001401_F,LL001403_R_+_LL001401_F
LL001505_R,LL001503_F,LL001505_R_+_LL001503_F
LL001526_R,LL001524_F,LL001526_R_+_LL001524_F
LL000163_R,LL000164_F,LL000163_R_+_LL000164_F
LL001212_R,LL001217_F,LL001212_R_+_LL001217_F
LL001351_R,LL001356_F,LL001351_R_+_LL001356_F
LL001423_R,LL001428_F,LL001423_R_+_LL001428_F
LL001442_R,LL001447_F,LL001442_R_+_LL001447_F
LL001459_R,LL001464_F,LL001459_R_+_LL001464_F
LL001493_R,LL001498_F,LL001493_R_+_LL001498_F
PT000132_PT013206_R,PT000138_PT013212_F,PT000132_PT013206_R_+_PT000138_PT013212_F
PT000176_VB01234_VB01927_R,PT000184_VB01243_F,PT000176_VB01234_VB01927_R_+_PT000184_VB01243_F
PT002351_R,PT002357_F,PT002351_R_+_PT002357_F
LL001195_R,LL001196_F,LL001195_R_+_LL001196_F
LL001368_R,LL001369_F,LL001368_R_+_LL001369_F
LL001393_R,LL001394_F,LL001393_R_+_LL001394_F
LL001554_R,LL001555_F,LL001554_R_+_LL001555_F
LL001575_R,LL001576_F,LL001575_R_+_LL001576_F
LL001634_R,LL001635_F,LL001634_R_+_LL001635_F
PT018577_VB03457_R,PT018576_VB03456_F,PT018577_VB03457_R_+_PT018576_VB03456_F
VB03927_R,VB03928_F,VB03927_R_+_VB03928_F
LL001487_R,LL001496_F,LL001487_R_+_LL001496_F
PT000125_PT013199_R,PT000131_PT013205_F,PT000125_PT013199_R_+_PT000131_PT013205_F
PT000183_VB01227_R,PT000182_VB01237_VB01929_VB05607_F,PT000183_VB01227_R_+_PT000182_VB01237_VB01929_VB05607_F
LL001206_R,LL001215_F,LL001206_R_+_LL001215_F
LL001345_R,LL001354_F,LL001345_R_+_LL001354_F
LL001417_R,LL001426_F,LL001417_R_+_LL001426_F
LL001436_R,LL001445_F,LL001436_R_+_LL001445_F
LL001453_R,LL001462_F,LL001453_R_+_LL001462_F
PT002346_R,PT002354_F,PT002346_R_+_PT002354_F
PT002509_R,PT002508_F,PT002509_R_+_PT002508_F
PT001478_PT013799_VB04188_R,PT001482_PT013803_VB04173_F,PT001478_PT013799_VB04188_R_+_PT001482_PT013803_VB04173_F
PT001679_PT005085_R,PT001682_VB01427_VB01907_F,PT001679_PT005085_R_+_PT001682_VB01427_VB01907_F
VB00023_R,VB04621_F,VB00023_R_+_VB04621_F
LL000741_R,LL000746_F,LL000741_R_+_LL000746_F
LL000970_R,LL000975_F,LL000970_R_+_LL000975_F
LL001050_R,LL001055_F,LL001050_R_+_LL001055_F
PT000483_PT002645_VB03643_R,PT002650_VB02152_F,PT000483_PT002645_VB03643_R_+_PT002650_VB02152_F
PT025016_PT025039_R,PT025021_PT025044_F,PT025016_PT025039_R_+_PT025021_PT025044_F
PT025063_PT025086_R,PT025068_PT025091_F,PT025063_PT025086_R_+_PT025068_PT025091_F
LL000052_R,LL000047_F,LL000052_R_+_LL000047_F
PT001279_PT013645_R,PT001273_PT013639_F,PT001279_PT013645_R_+_PT001273_PT013639_F
PT003018_PT011853_VB03938_R,PT003014_PT011849_VB03933_F,PT003018_PT011853_VB03938_R_+_PT003014_PT011849_VB03933_F
PT004988_PT007841_PT022554_PT022652_VB02357_R,PT012642_PT022561_PT022659_VB02359_F,PT004988_PT007841_PT022554_PT022652_VB02357_R_+_PT012642_PT022561_PT022659_VB02359_F
PT004989_PT007842_PT022555_PT022653_VB02478_R,PT012643_PT022562_PT022660_VB02480_F,PT004989_PT007842_PT022555_PT022653_VB02478_R_+_PT012643_PT022562_PT022660_VB02480_F
PT011416_PT011431_VB04303_R,PT011418_PT011433_VB04304_F,PT011416_PT011431_VB04303_R_+_PT011418_PT011433_VB04304_F
PT022592_PT022690_R,PT004987_PT007840_PT022553_PT022589_PT022651_PT022687_VB02270_F,PT022592_PT022690_R_+_PT004987_PT007840_PT022553_PT022589_PT022651_PT022687_VB02270_F
LL000899_R,LL000895_F,LL000899_R_+_LL000895_F
LL000940_R,LL000936_F,LL000940_R_+_LL000936_F
LL001020_R,LL001016_F,LL001020_R_+_LL001016_F
LL001132_R,LL001128_F,LL001132_R_+_LL001128_F
LL000954_R,LL000956_F,LL000954_R_+_LL000956_F
PT001138_PT013550_R,PT001139_PT013551_F,PT001138_PT013550_R_+_PT001139_PT013551_F
PT001142_PT013553_R,PT001143_PT013554_F,PT001142_PT013553_R_+_PT001143_PT013554_F
PT008286_R,PT008281_F,PT008286_R_+_PT008281_F
VB03312_R,VB03313_F,VB03312_R_+_VB03313_F
LL000738_R,LL000748_F,LL000738_R_+_LL000748_F
LL000967_R,LL000977_F,LL000967_R_+_LL000977_F
LL001047_R,LL001057_F,LL001047_R_+_LL001057_F
PT002642_R,PT002652_F,PT002642_R_+_PT002652_F
VB01005_VB01490_R,VB01001_VB01472_F,VB01005_VB01490_R_+_VB01001_VB01472_F
VB03925_R,VB03918_F,VB03925_R_+_VB03918_F
LL000750_R,LL000744_F,LL000750_R_+_LL000744_F
LL000979_R,LL000973_F,LL000979_R_+_LL000973_F
LL001059_R,LL001053_F,LL001059_R_+_LL001053_F
PT002654_VB02155_R,PT002648_VB02150_F,PT002654_VB02155_R_+_PT002648_VB02150_F
LL000893_R,LL000891_F,LL000893_R_+_LL000891_F
LL000934_R,LL000932_F,LL000934_R_+_LL000932_F
LL001014_R,LL001012_F,LL001014_R_+_LL001012_F
LL001126_R,LL001124_F,LL001126_R_+_LL001124_F
PT001491_PT013811_R,PT001496_PT013816_F,PT001491_PT013811_R_+_PT001496_PT013816_F
PT002588_PT014047_R,PT002586_PT014045_F,PT002588_PT014047_R_+_PT002586_PT014045_F
PT002594_PT014053_R,PT002592_PT014051_F,PT002594_PT014053_R_+_PT002592_PT014051_F
PT003092_R,PT003094_F,PT003092_R_+_PT003094_F
PT009718_PT014498_VB04354_R,PT009716_PT014497_VB04353_F,PT009718_PT014498_VB04354_R_+_PT009716_PT014497_VB04353_F
PT009724_PT014503_VB04421_R,PT009722_PT014502_F,PT009724_PT014503_VB04421_R_+_PT009722_PT014502_F
LL002330_R,LL002333_F,LL002330_R_+_LL002333_F
PT018608_VB03533_R,PT018609_VB03534_F,PT018608_VB03533_R_+_PT018609_VB03534_F
PT021141_PT021202_PT021260_PT021376_R,PT021082_PT021083_PT021139_PT021140_PT021200_PT021201_PT021258_PT021259_PT021316_PT021317_PT021374_PT021375_F,PT021141_PT021202_PT021260_PT021376_R_+_PT021082_PT021083_PT021139_PT021140_PT021200_PT021201_PT021258_PT021259_PT021316_PT021317_PT021374_PT021375_F
VB00189_VB04174_R,PT001474_PT013795_VB04179_F,VB00189_VB04174_R_+_PT001474_PT013795_VB04179_F
LL001136_R,LL001144_F,LL001136_R_+_LL001144_F
PT001276_PT013642_PT013692_R,PT001274_PT013640_PT013695_F,PT001276_PT013642_PT013692_R_+_PT001274_PT013640_PT013695_F
PT002086_PT002490_PT022588_PT022686_VB02269_R,PT022595_PT022693_F,PT002086_PT002490_PT022588_PT022686_VB02269_R_+_PT022595_PT022693_F
PT010850_VB03211_R,PT010851_VB03215_F,PT010850_VB03211_R_+_PT010851_VB03215_F
PT013699_R,PT013702_F,PT013699_R_+_PT013702_F
PT013706_R,PT013709_F,PT013706_R_+_PT013709_F
VB00485_R,VB00100_F,VB00485_R_+_VB00100_F
VB04771_R,VB04773_F,VB04771_R_+_VB04773_F
LL001613_R,LL000771_F,LL001613_R_+_LL000771_F
PT018620_VB03545_R,PT018617_VB03542_F,PT018620_VB03545_R_+_PT018617_VB03542_F
PT025019_PT025042_R,PT025022_PT025045_F,PT025019_PT025042_R_+_PT025022_PT025045_F
PT025066_PT025089_R,PT025069_PT025092_F,PT025066_PT025089_R_+_PT025069_PT025092_F
LL001174_R,LL001102_F,LL001174_R_+_LL001102_F
LL001373_R,LL000944_F,LL001373_R_+_LL000944_F
VB03651_R,VB03672_F,VB03651_R_+_VB03672_F
LL001316_R,LL000998_F,LL001316_R_+_LL000998_F
LL001339_R,LL000987_F,LL001339_R_+_LL000987_F
LL001598_R,LL000787_F,LL001598_R_+_LL000787_F
LL001683_R,LL001680_F,LL001683_R_+_LL001680_F
LL001772_R,LL001740_F,LL001772_R_+_LL001740_F
LL001158_R,LL001155_F,LL001158_R_+_LL001155_F
LL001257_R,LL001254_F,LL001257_R_+_LL001254_F
LL001402_R,LL001399_F,LL001402_R_+_LL001399_F
LL001504_R,LL001501_F,LL001504_R_+_LL001501_F
LL001525_R,LL001522_F,LL001525_R_+_LL001522_F
PT000919_R,PT000924_F,PT000919_R_+_PT000924_F
PT003331_PT003364_VB01311_VB05963_R,PT003322_PT003355_VB01300_F,PT003331_PT003364_VB01311_VB05963_R_+_PT003322_PT003355_VB01300_F
VB00979_R,VB00976_VB03913_F,VB00979_R_+_VB00976_VB03913_F
VB01313_R,VB01301_F,VB01313_R_+_VB01301_F
VB01314_R,VB01302_F,VB01314_R_+_VB01302_F
PT000139_PT013213_R,PT000128_PT013202_F,PT000139_PT013213_R_+_PT000128_PT013202_F
PT000186_PT005088_VB01222_VB01923_R,PT000188_VB01214_VB01919_F,PT000186_PT005088_VB01222_VB01923_R_+_PT000188_VB01214_VB01919_F
PT001994_PT002486_VB02265_R,PT009203_PT009221_VB02263_VB04045_F,PT001994_PT002486_VB02265_R_+_PT009203_PT009221_VB02263_VB04045_F
PT002344_R,PT002340_F,PT002344_R_+_PT002340_F
VB00273_R,VB04634_F,VB00273_R_+_VB04634_F
VB00587_R,PT009207_PT009225_VB02451_F,VB00587_R_+_PT009207_PT009225_VB02451_F
PT000909_VB03678_R,VB05493_F,PT000909_VB03678_R_+_VB05493_F
LL000768_R,LL001619_F,LL000768_R_+_LL001619_F
LL000782_R,LL001599_F,LL000782_R_+_LL001599_F
LL000826_R,LL001558_F,LL000826_R_+_LL001558_F
PT000928_R,PT000929_F,PT000928_R_+_PT000929_F
VB01285_R,VB01278_F,VB01285_R_+_VB01278_F
VB01286_R,VB01279_F,VB01286_R_+_VB01279_F
VB03136_R,VB03135_F,VB03136_R_+_VB03135_F
VB03910_R,VB00974_F,VB03910_R_+_VB00974_F
PT025009_PT025032_R,PT025011_PT025034_F,PT025009_PT025032_R_+_PT025011_PT025034_F
PT025056_PT025079_R,PT025058_PT025081_F,PT025056_PT025079_R_+_PT025058_PT025081_F
LL001853_R,LL001854_F,LL001853_R_+_LL001854_F
LL000791_R,LL001593_F,LL000791_R_+_LL001593_F
LL000991_R,LL001334_F,LL000991_R_+_LL001334_F
LL001002_R,LL001311_F,LL001002_R_+_LL001311_F
PT005110_R,PT005103_F,PT005110_R_+_PT005103_F
PT005131_R,PT005117_F,PT005131_R_+_PT005117_F
PT018599_VB03486_R,PT018602_VB03488_F,PT018599_VB03486_R_+_PT018602_VB03488_F
VB05551_R,VB05556_F,VB05551_R_+_VB05556_F
PT000227_PT013262_R,PT000221_PT013256_F,PT000227_PT013262_R_+_PT000221_PT013256_F
LL000440_R,LL000442_F,LL000440_R_+_LL000442_F
LL000903_R,LL001470_F,LL000903_R_+_LL001470_F
LL000993_R,LL001322_F,LL000993_R_+_LL001322_F
LL001024_R,LL001285_F,LL001024_R_+_LL001285_F
LL001063_R,LL001239_F,LL001063_R_+_LL001239_F
LL001064_R,LL001223_F,LL001064_R_+_LL001223_F
PT001565_PT008685_VB02111_R,PT015909_VB02114_F,PT001565_PT008685_VB02111_R_+_PT015909_VB02114_F
PT001567_PT008683_VB02118_R,PT015911_VB02120_VB04032_F,PT001567_PT008683_VB02118_R_+_PT015911_VB02120_VB04032_F
PT001571_PT002495_PT002941_PT008687_R,PT015930_VB02339_F,PT001571_PT002495_PT002941_PT008687_R_+_PT015930_VB02339_F
PT025018_PT025041_R,PT025009_PT025032_F,PT025018_PT025041_R_+_PT025009_PT025032_F
PT025065_PT025088_R,PT025056_PT025079_F,PT025065_PT025088_R_+_PT025056_PT025079_F
